id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,utm_x,utm_y
001027-073567-00124-X,"בבא סאלי 56, דימונה",דימונה,בבא סאלי,56,,,exact,202926.14,552057.61,,
001027-073567-00125-X,"בבא סאלי 69, דימונה",דימונה,בבא סאלי,69,,,none,,,,
001027-073567-00126-X,"בבא סאלי 52, דימונה",דימונה,בבא סאלי,52,,,exact,202869.27,552011.83,,
001027-073567-00127-X,"בבא סאלי 35, דימונה",דימונה,בבא סאלי,35,,,exact,202711.95,552069.38,,
001027-073567-00128-X,"בבא סאלי 58, דימונה",דימונה,בבא סאלי,58,,,exact,202957.15,552046.79,,
001027-073567-00129-X,"בבא סאלי 73, דימונה",דימונה,בבא סאלי,73,,,exact,203062.79,552214.17,,
001027-073567-00130-X,"בבא סאלי 5, דימונה",דימונה,בבא סאלי,5,,,exact,202502.13,552119.72,,
001027-073567-00131-X,"בית שערים 21, דימונה",דימונה,בית שערים,21,,,exact,203315.09,551726.23,,
001027-073567-00132-X,"בית שערים 16, דימונה",דימונה,בית שערים,16,,,exact,203182.41,551745.77,,
001027-073567-00133-X,"בית שערים 29, דימונה",דימונה,בית שערים,29,,,exact,203356.67,551712.26,,
001027-073567-00134-X,"בית שערים 20, דימונה",דימונה,בית שערים,20,,,exact,203228.88,551730.73,,
001027-073567-00135-X,"בן גוריון בן-גוריון 1101, דימונה",דימונה,בן גוריון,בן-גוריון 1101,,,exact,203263.84,553698.28,,
001027-073567-00136-X,"בן גוריון בן-גוריון 1203, דימונה",דימונה,בן גוריון,בן-גוריון 1203,,,none,,,,
001027-073567-00137-X,"בן גוריון בן-גוריון 102, דימונה",דימונה,בן גוריון,בן-גוריון 102,,,exact,203273.05,553677.61,,
001027-073567-00138-X,"בן גוריון בן-גוריון 1065, דימונה",דימונה,בן גוריון,בן-גוריון 1065,,,none,,,,
001027-073567-00139-X,"בן גוריון 55, דימונה",דימונה,בן גוריון,55,,,exact,203227.12,553353.21,,
001027-073567-00140-X,"בן גוריון 5, דימונה",דימונה,בן גוריון,5,,,exact,203229.41,553040.97,,
001027-073567-00141-X,"בן גוריון בן-גוריון 67, דימונה",דימונה,בן גוריון,בן-גוריון 67,,,exact,203209.11,553489.92,,
001027-073567-00142-X,"בן גוריון בן-גוריון 1064, דימונה",דימונה,בן גוריון,בן-גוריון 1064,,,none,,,,
001027-073567-00143-X,"בן גוריון 17, דימונה",דימונה,בן גוריון,17,,,exact,203223.78,553131.00,,
001027-073567-00144-X,"בן גוריון בן-גוריון 1318, דימונה",דימונה,בן גוריון,בן-גוריון 1318,,,exact,203261.49,553895.10,,
001027-073567-00145-X,"בן גוריון בן-גוריון 3, דימונה",דימונה,בן גוריון,בן-גוריון 3,,,exact,203226.62,553020.12,,
001027-073567-00146-X,"בן גוריון 39, דימונה",דימונה,בן גוריון,39,,,exact,203229.28,553292.54,,
001027-073567-00147-X,"בן גוריון בן-גוריון 1, דימונה",דימונה,בן גוריון,בן-גוריון 1,,,exact,203221.45,552994.72,,
001027-073567-00148-X,"בן גוריון בן-גוריון 66, דימונה",דימונה,בן גוריון,בן-גוריון 66,,,exact,203207.83,553523.34,,
001027-073567-00149-X,"בן גוריון 87, דימונה",דימונה,בן גוריון,87,,,exact,203228.96,553637.98,,
001027-073567-00150-X,"בן גוריון 19, דימונה",דימונה,בן גוריון,19,,,exact,203230.10,553154.28,,
001027-073567-00151-X,"בן גוריון בן-גוריון 81, דימונה",דימונה,בן גוריון,בן-גוריון 81,,,exact,203227.33,553590.62,,
001027-073567-00152-X,"בן גוריון 29, דימונה",דימונה,בן גוריון,29,,,exact,203229.59,553222.43,,
001027-073567-00153-X,"בן גוריון 91, דימונה",דימונה,בן גוריון,91,,,exact,203229.29,553662.65,,
001027-073567-00154-X,"בן גוריון בן-גוריון 91, דימונה",דימונה,בן גוריון,בן-גוריון 91,,,exact,203229.29,553662.65,,
001027-073567-00155-X,"בן גוריון 89, דימונה",דימונה,בן גוריון,89,,,exact,203226.74,553651.00,,
001027-073567-00156-X,"בר כוכבא בר-כוכבא 3, דימונה",דימונה,בר כוכבא,בר-כוכבא 3,,,exact,203427.02,552629.86,,
001027-073567-00157-X,"בר כוכבא בר-כוכבא 4, דימונה",דימונה,בר כוכבא,בר-כוכבא 4,,,exact,203396.31,552648.04,,
001027-073567-00158-X,"בר כוכבא בר-כוכבא 1, דימונה",דימונה,בר כוכבא,בר-כוכבא 1,,,exact,203427.14,552670.79,,
001027-073567-00159-X,"בר כוכבא בר-כוכבא 2, דימונה",דימונה,בר כוכבא,בר-כוכבא 2,,,exact,203391.53,552674.56,,
001027-073567-00160-X,"בר כוכבא בר-כוכבא 5, דימונה",דימונה,בר כוכבא,בר-כוכבא 5,,,exact,203426.46,552600.71,,
001027-073567-00161-X,"בר כוכבא בר-כוכבא 7, דימונה",דימונה,בר כוכבא,בר-כוכבא 7,,,exact,203427.78,552573.34,,
001027-073567-00162-X,"בר כוכבא בר-כוכבא 10, דימונה",דימונה,בר כוכבא,בר-כוכבא 10,,,exact,203392.17,552563.35,,
001027-073567-00163-X,"בר כוכבא בר-כוכבא 9, דימונה",דימונה,בר כוכבא,בר-כוכבא 9,,,exact,203432.10,552545.00,,
001027-073567-00164-X,"בר כוכבא בר-כוכבא 6, דימונה",דימונה,בר כוכבא,בר-כוכבא 6,,,exact,203393.23,552618.89,,
001027-073567-00165-X,"ברקן 23, דימונה",דימונה,ברקן,23,,,exact,203840.52,554241.92,,
001027-073567-00166-X,"ברקן 15, דימונה",דימונה,ברקן,15,,,exact,203807.45,554240.15,,
001027-073567-00167-X,"ברקן 7, דימונה",דימונה,ברקן,7,,,exact,203771.02,554239.38,,
001027-073567-00168-X,"ברקן 2, דימונה",דימונה,ברקן,2,,,exact,203749.28,554207.52,,
001027-073567-00169-X,"בשמת 13, דימונה",דימונה,בשמת,13,,,exact,204055.45,554239.42,,
001027-073567-00170-X,"בשמת 22, דימונה",דימונה,בשמת,22,,,exact,204097.77,554208.71,,
001027-073567-00171-X,"בשמת 16, דימונה",דימונה,בשמת,16,,,exact,204061.57,554204.45,,
001027-073567-00172-X,"בשמת 8, דימונה",דימונה,בשמת,8,,,exact,204024.86,554204.07,,
001027-073567-00173-X,"בשמת 7, דימונה",דימונה,בשמת,7,,,exact,204023.77,554235.55,,
001027-073567-00174-X,"בשמת 17, דימונה",דימונה,בשמת,17,,,exact,204080.89,554239.29,,
001027-073567-00175-X,"בשמת 4, דימונה",דימונה,בשמת,4,,,exact,204006.77,554206.80,,
001027-073567-00176-X,"בשמת 26, דימונה",דימונה,בשמת,26,,,exact,204114.24,554209.04,,
001027-073567-00177-X,"בשמת 18, דימונה",דימונה,בשמת,18,,,exact,204080.49,554210.91,,
001027-073567-00178-X,"בשמת 6, דימונה",דימונה,בשמת,6,,,exact,204017.35,554205.48,,
001027-073567-00179-X,"בשמת 5, דימונה",דימונה,בשמת,5,,,exact,204020.51,554239.12,,
001027-073567-00180-X,"בשמת 21, דימונה",דימונה,בשמת,21,,,exact,204098.61,554239.76,,
001027-073567-00181-X,"בת חן בת-חן 2, דימונה",דימונה,בת חן,בת-חן 2,,,exact,203016.93,553837.32,,
001027-073567-00182-X,"בת חן בת-חן 14, דימונה",דימונה,בת חן,בת-חן 14,,,exact,203159.41,553834.48,,
001027-073567-00183-X,"בת חן בת-חן 15, דימונה",דימונה,בת חן,בת-חן 15,,,exact,203155.41,553865.04,,
001027-073567-00184-X,"בת חן בת-חן 7, דימונה",דימונה,בת חן,בת-חן 7,,,exact,203062.07,553863.85,,
001027-073567-00185-X,"גדולי התורה 20, דימונה",דימונה,גדולי התורה,20,,,exact,203481.13,553835.16,,
001027-073567-00186-X,"גדולי התורה 14, דימונה",דימונה,גדולי התורה,14,,,exact,203436.88,553831.72,,
001027-073567-00187-X,"גדולי התורה 7, דימונה",דימונה,גדולי התורה,7,,,exact,203316.29,553840.75,,
001027-073567-00188-X,"גדולי התורה 1308, דימונה",דימונה,גדולי התורה,1308,,,exact,203401.08,553838.75,,
001027-073567-00189-X,"גולדה מאיר 3, דימונה",דימונה,גולדה מאיר,3,,,exact,202879.44,553313.74,,
001027-073567-00190-X,"גולדה מאיר 5, דימונה",דימונה,גולדה מאיר,5,,,exact,202955.35,553325.75,,
001027-073567-00191-X,"גולדה מאיר 1034, דימונה",דימונה,גולדה מאיר,1034,,,exact,202946.47,553619.45,,
001027-073567-00192-X,"גולדה מאיר 2, דימונה",דימונה,גולדה מאיר,2,,,exact,202916.59,553263.11,,
001027-073567-00193-X,"גולדה מאיר 4, דימונה",דימונה,גולדה מאיר,4,,,exact,202960.78,553284.39,,
001027-073567-00194-X,"גמלא 68, דימונה",דימונה,גמלא,68,,,exact,203703.51,551741.90,,
001027-073567-00195-X,"גמלא 16, דימונה",דימונה,גמלא,16,,,exact,203264.60,551780.47,,
001027-073567-00196-X,"גמלא 30, דימונה",דימונה,גמלא,30,,,exact,203392.50,551740.72,,
001027-073567-00197-X,"גמלא 54, דימונה",דימונה,גמלא,54,,,exact,203659.76,551673.07,,
001027-073567-00198-X,"דבורה הנביאה 6, דימונה",דימונה,דבורה הנביאה,6,,,exact,203339.62,554070.85,,
001027-073567-00199-X,"דבורה הנביאה 20, דימונה",דימונה,דבורה הנביאה,20,,,exact,203443.98,554065.86,,
001027-073567-00200-X,"דבורה הנביאה 18, דימונה",דימונה,דבורה הנביאה,18,,,exact,203425.23,554071.74,,
001027-073567-00201-X,"דבורה הנביאה 1, דימונה",דימונה,דבורה הנביאה,1,,,exact,203303.93,554099.25,,
001027-073567-00202-X,"דוגית 31, דימונה",דימונה,דוגית,31,,,exact,203665.01,553164.76,,
001027-073567-00203-X,"דוגית 10, דימונה",דימונה,דוגית,10,,,exact,203886.09,553106.90,,
001027-073567-00204-X,"דוגית 37, דימונה",דימונה,דוגית,37,,,exact,203664.27,553204.39,,
001027-073567-00205-X,"דוגית 6, דימונה",דימונה,דוגית,6,,,exact,203909.95,553083.70,,
001027-073567-00206-X,"דוגית 43, דימונה",דימונה,דוגית,43,,,exact,203676.19,553225.52,,
001027-073567-00207-X,"דוגית 17, דימונה",דימונה,דוגית,17,,,exact,203754.77,553108.28,,
001027-073567-00208-X,"דוגית 29, דימונה",דימונה,דוגית,29,,,exact,203681.37,553139.16,,
001027-073567-00209-X,"דוגית 21, דימונה",דימונה,דוגית,21,,,exact,203731.52,553074.76,,
001027-073567-00210-X,"דוגית 41, דימונה",דימונה,דוגית,41,,,exact,203680.09,553208.30,,
001027-073567-00211-X,"דוגית 25, דימונה",דימונה,דוגית,25,,,exact,203729.98,553122.39,,
001027-073567-00212-X,"דוגית 15, דימונה",דימונה,דוגית,15,,,exact,203774.90,553093.42,,
001027-073567-00213-X,"דוגית 33, דימונה",דימונה,דוגית,33,,,exact,203700.11,553163.57,,
001027-073567-00214-X,"דוגית 20, דימונה",דימונה,דוגית,20,,,exact,203790.18,553133.66,,
001027-073567-00215-X,"דוגית 47, דימונה",דימונה,דוגית,47,,,exact,203651.59,553263.09,,
001027-073567-00216-X,"דוגית 35, דימונה",דימונה,דוגית,35,,,exact,203689.97,553177.64,,
001027-073567-00217-X,"דוגית 8, דימונה",דימונה,דוגית,8,,,exact,203898.53,553093.70,,
001027-073567-00218-X,"דוד אלעזר 6, דימונה",דימונה,דוד אלעזר,6,,,exact,203702.41,553613.10,,
001027-073567-00219-X,"דוד אלעזר 2, דימונה",דימונה,דוד אלעזר,2,,,exact,203664.69,553614.23,,
001027-073567-00220-X,"דוד אלעזר 1, דימונה",דימונה,דוד אלעזר,1,,,exact,203661.85,553641.58,,
001027-073567-00221-X,"דוד אלעזר 11, דימונה",דימונה,דוד אלעזר,11,,,exact,203746.70,553653.49,,
001027-073567-00222-X,"דוד אלעזר 4, דימונה",דימונה,דוד אלעזר,4,,,exact,203693.79,553615.61,,
001027-073567-00223-X,"דוד אלעזר 166, דימונה",דימונה,דוד אלעזר,166,,,exact,203791.28,553618.63,,
001027-073567-00224-X,"דוכיפת 12, דימונה",דימונה,דוכיפת,12,,,exact,203382.37,553651.34,,
001027-073567-00225-X,"דוכיפת 1, דימונה",דימונה,דוכיפת,1,,,exact,203369.23,553722.26,,
001027-073567-00226-X,"דוכיפת 10, דימונה",דימונה,דוכיפת,10,,,exact,203374.26,553665.97,,
001027-073567-00227-X,"דוכיפת 127, דימונה",דימונה,דוכיפת,127,,,exact,203422.88,553619.04,,
001027-073567-00228-X,"דוכיפת 7, דימונה",דימונה,דוכיפת,7,,,exact,203393.84,553663.87,,
001027-073567-00229-X,"דוכיפת 3, דימונה",דימונה,דוכיפת,3,,,exact,203374.66,553697.08,,
001027-073567-00230-X,"דוכיפת 9, דימונה",דימונה,דוכיפת,9,,,exact,203404.53,553647.09,,
001027-073567-00231-X,"דוכיפת 5, דימונה",דימונה,דוכיפת,5,,,exact,203387.14,553680.41,,
001027-073567-00232-X,"דוכיפת 8, דימונה",דימונה,דוכיפת,8,,,exact,203361.76,553686.19,,
001027-073567-00233-X,"דוכיפת 2, דימונה",דימונה,דוכיפת,2,,,exact,203333.91,553711.70,,
001027-073567-00234-X,"דוכיפת 14, דימונה",דימונה,דוכיפת,14,,,exact,203391.37,553635.53,,
001027-073567-00235-X,"דולב 4, דימונה",דימונה,דולב,4,,,exact,204007.05,554267.49,,
001027-073567-00236-X,"דולב 8, דימונה",דימונה,דולב,8,,,exact,204025.00,554265.73,,
