id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,lat,lon,utm_x,utm_y,osm_status,osm_lat,osm_lon,osm_utm_x,osm_utm_y,utm_diff_m
001027-075911-00332-X,"הרימון 332, דימונה",דימונה,הרימון,332,,8610518,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00334-X,"הרימון 334, דימונה",דימונה,הרימון,334,,8610519,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00340-X,"הרימון 340, דימונה",דימונה,הרימון,340,,8610522,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00342-X,"הרימון 342, דימונה",דימונה,הרימון,342,,8610523,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00344-X,"הרימון 344, דימונה",דימונה,הרימון,344,,8610524,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00346-X,"הרימון 346, דימונה",דימונה,הרימון,346,,8610525,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00348-X,"הרימון 348, דימונה",דימונה,הרימון,348,,8610526,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00350-X,"הרימון 350, דימונה",דימונה,הרימון,350,,8610527,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00354-X,"הרימון 354, דימונה",דימונה,הרימון,354,,8610529,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00356-X,"הרימון 356, דימונה",דימונה,הרימון,356,,8610530,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00358-X,"הרימון 358, דימונה",דימונה,הרימון,358,,8610531,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00360-X,"הרימון 360, דימונה",דימונה,הרימון,360,,8610532,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00362-X,"הרימון 362, דימונה",דימונה,הרימון,362,,8610533,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00366-X,"הרימון 366, דימונה",דימונה,הרימון,366,,8610535,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00368-X,"הרימון 368, דימונה",דימונה,הרימון,368,,8610536,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-076045-00000-X,"אקסודוס, דימונה",דימונה,אקסודוס,,,8606800,street,203176.87,553509.46,31.072679,35.033855,694035.90,3439434.56,OK,31.072684,35.033836,694034.02,3439435.06,1.94
001027-076045-00066-X,"אקסודוס 66, דימונה",דימונה,אקסודוס,66,,8606801,street,203176.87,553509.46,31.072679,35.033855,694035.90,3439434.56,OK,31.072684,35.033836,694034.02,3439435.06,1.94
001027-076045-00067-X,"אקסודוס 67, דימונה",דימונה,אקסודוס,67,,8606802,street,203176.87,553509.46,31.072679,35.033855,694035.90,3439434.56,OK,31.072684,35.033836,694034.02,3439435.06,1.94
001027-076480-00000-X,"שד יגאל אלון, דימונה",דימונה,שד יגאל אלון,,,8603100,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00011-X,"שד יגאל אלון 11, דימונה",דימונה,שד יגאל אלון,11,,8603103,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00013-X,"שד יגאל אלון 13, דימונה",דימונה,שד יגאל אלון,13,,8603104,exact,203277.79,552499.62,31.063572,35.034929,694156.86,3438426.87,ZERO_RESULTS,,,,,
001027-076480-00016-X,"שד יגאל אלון 16, דימונה",דימונה,שד יגאל אלון,16,,8603106,exact,203125.64,552456.30,31.063179,35.033335,694005.59,3438380.54,ZERO_RESULTS,,,,,
001027-076480-00030-X,"שד יגאל אלון 30, דימונה",דימונה,שד יגאל אלון,30,,8603109,exact,203265.62,552450.33,31.063127,35.034802,694145.67,3438377.35,ZERO_RESULTS,,,,,
001027-076480-00030-ב,"שד יגאל אלון 30ב, דימונה",דימונה,שד יגאל אלון,30,ב,8603111,exact,203265.62,552450.33,31.063127,35.034802,694145.67,3438377.35,ZERO_RESULTS,,,,,
001027-076480-00030-ד,"שד יגאל אלון 30ד, דימונה",דימונה,שד יגאל אלון,30,ד,8603113,exact,203265.62,552450.33,31.063127,35.034802,694145.67,3438377.35,ZERO_RESULTS,,,,,
001027-076480-00031-X,"שד יגאל אלון 31, דימונה",דימונה,שד יגאל אלון,31,,8603114,exact,203412.73,552506.07,31.063632,35.036342,694291.66,3438436.00,ZERO_RESULTS,,,,,
001027-076480-00031-א,"שד יגאל אלון 31א, דימונה",דימונה,שד יגאל אלון,31,א,8603115,exact,203412.73,552506.07,31.063632,35.036342,694291.66,3438436.00,ZERO_RESULTS,,,,,
001027-076480-00031-ב,"שד יגאל אלון 31ב, דימונה",דימונה,שד יגאל אלון,31,ב,8603116,exact,203412.73,552506.07,31.063632,35.036342,694291.66,3438436.00,ZERO_RESULTS,,,,,
001027-076480-00031-ג,"שד יגאל אלון 31ג, דימונה",דימונה,שד יגאל אלון,31,ג,8603117,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00031-ד,"שד יגאל אלון 31ד, דימונה",דימונה,שד יגאל אלון,31,ד,8603118,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00032-X,"שד יגאל אלון 32, דימונה",דימונה,שד יגאל אלון,32,,8603119,exact,203294.29,552454.46,31.063165,35.035102,694174.26,3438382.05,ZERO_RESULTS,,,,,
001027-076480-00032-א,"שד יגאל אלון 32א, דימונה",דימונה,שד יגאל אלון,32,א,8603120,exact,203294.29,552454.46,31.063165,35.035102,694174.26,3438382.05,ZERO_RESULTS,,,,,
001027-076480-00032-ב,"שד יגאל אלון 32ב, דימונה",דימונה,שד יגאל אלון,32,ב,8603121,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00032-ג,"שד יגאל אלון 32ג, דימונה",דימונה,שד יגאל אלון,32,ג,8603122,exact,203294.29,552454.46,31.063165,35.035102,694174.26,3438382.05,ZERO_RESULTS,,,,,
001027-076480-00085-X,"שד יגאל אלון 85, דימונה",דימונה,שד יגאל אלון,85,,8603123,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00085-א,"שד יגאל אלון 85א, דימונה",דימונה,שד יגאל אלון,85,א,8603124,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00085-ב,"שד יגאל אלון 85ב, דימונה",דימונה,שד יגאל אלון,85,ב,8603125,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00085-ג,"שד יגאל אלון 85ג, דימונה",דימונה,שד יגאל אלון,85,ג,8603126,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00086-X,"שד יגאל אלון 86, דימונה",דימונה,שד יגאל אלון,86,,8603127,exact,203760.15,552796.17,31.066253,35.039978,694633.26,3438732.96,ZERO_RESULTS,,,,,
001027-076480-00086-א,"שד יגאל אלון 86א, דימונה",דימונה,שד יגאל אלון,86,א,8603128,exact,203760.15,552796.17,31.066253,35.039978,694633.26,3438732.96,ZERO_RESULTS,,,,,
001027-076480-00086-ב,"שד יגאל אלון 86ב, דימונה",דימונה,שד יגאל אלון,86,ב,8603129,exact,203760.15,552796.17,31.066253,35.039978,694633.26,3438732.96,ZERO_RESULTS,,,,,
001027-076480-00086-ג,"שד יגאל אלון 86ג, דימונה",דימונה,שד יגאל אלון,86,ג,8603130,exact,203760.15,552796.17,31.066253,35.039978,694633.26,3438732.96,ZERO_RESULTS,,,,,
001027-076480-00110-X,"שד יגאל אלון 110, דימונה",דימונה,שד יגאל אלון,110,,8603132,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ב,"שד יגאל אלון 110ב, דימונה",דימונה,שד יגאל אלון,110,ב,8603134,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ג,"שד יגאל אלון 110ג, דימונה",דימונה,שד יגאל אלון,110,ג,8603135,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ד,"שד יגאל אלון 110ד, דימונה",דימונה,שד יגאל אלון,110,ד,8603136,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ה,"שד יגאל אלון 110ה, דימונה",דימונה,שד יגאל אלון,110,ה,8603137,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ו,"שד יגאל אלון 110ו, דימונה",דימונה,שד יגאל אלון,110,ו,8603138,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ח,"שד יגאל אלון 110ח, דימונה",דימונה,שד יגאל אלון,110,ח,8603140,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00110-ט,"שד יגאל אלון 110ט, דימונה",דימונה,שד יגאל אלון,110,ט,8603141,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00111-א,"שד יגאל אלון 111א, דימונה",דימונה,שד יגאל אלון,111,א,8603143,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00111-ב,"שד יגאל אלון 111ב, דימונה",דימונה,שד יגאל אלון,111,ב,8603144,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00111-ג,"שד יגאל אלון 111ג, דימונה",דימונה,שד יגאל אלון,111,ג,8603145,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00111-ד,"שד יגאל אלון 111ד, דימונה",דימונה,שד יגאל אלון,111,ד,8603146,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00111-ו,"שד יגאל אלון 111ו, דימונה",דימונה,שד יגאל אלון,111,ו,8603148,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00111-ח,"שד יגאל אלון 111ח, דימונה",דימונה,שד יגאל אלון,111,ח,8603150,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-X,"שד יגאל אלון 209, דימונה",דימונה,שד יגאל אלון,209,,8603152,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-א,"שד יגאל אלון 209א, דימונה",דימונה,שד יגאל אלון,209,א,8603153,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-ב,"שד יגאל אלון 209ב, דימונה",דימונה,שד יגאל אלון,209,ב,8603154,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-ג,"שד יגאל אלון 209ג, דימונה",דימונה,שד יגאל אלון,209,ג,8603155,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-ד,"שד יגאל אלון 209ד, דימונה",דימונה,שד יגאל אלון,209,ד,8603156,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-ו,"שד יגאל אלון 209ו, דימונה",דימונה,שד יגאל אלון,209,ו,8603158,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-ז,"שד יגאל אלון 209ז, דימונה",דימונה,שד יגאל אלון,209,ז,8603159,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00209-ח,"שד יגאל אלון 209ח, דימונה",דימונה,שד יגאל אלון,209,ח,8603160,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-X,"שד יגאל אלון 221, דימונה",דימונה,שד יגאל אלון,221,,8603161,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-א,"שד יגאל אלון 221א, דימונה",דימונה,שד יגאל אלון,221,א,8603162,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ב,"שד יגאל אלון 221ב, דימונה",דימונה,שד יגאל אלון,221,ב,8603163,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ד,"שד יגאל אלון 221ד, דימונה",דימונה,שד יגאל אלון,221,ד,8603165,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ה,"שד יגאל אלון 221ה, דימונה",דימונה,שד יגאל אלון,221,ה,8603166,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ו,"שד יגאל אלון 221ו, דימונה",דימונה,שד יגאל אלון,221,ו,8603167,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ז,"שד יגאל אלון 221ז, דימונה",דימונה,שד יגאל אלון,221,ז,8603168,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ח,"שד יגאל אלון 221ח, דימונה",דימונה,שד יגאל אלון,221,ח,8603169,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00221-ט,"שד יגאל אלון 221ט, דימונה",דימונה,שד יגאל אלון,221,ט,8603170,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00501-X,"שד יגאל אלון 501, דימונה",דימונה,שד יגאל אלון,501,,8603171,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00501-א,"שד יגאל אלון 501א, דימונה",דימונה,שד יגאל אלון,501,א,8603172,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076480-00501-ב,"שד יגאל אלון 501ב, דימונה",דימונה,שד יגאל אלון,501,ב,8603173,street,203377.16,552484.04,31.063433,35.035970,694256.53,3438413.27,ZERO_RESULTS,,,,,
001027-076793-00000-X,"הנרקיס, דימונה",דימונה,הנרקיס,,,8603600,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00007-X,"הנרקיס 7, דימונה",דימונה,הנרקיס,7,,8603602,exact,202999.62,552410.42,31.062764,35.032016,693880.50,3438332.17,ZERO_RESULTS,,,,,
001027-076793-00009-X,"הנרקיס 9, דימונה",דימונה,הנרקיס,9,,8603604,exact,203026.55,552411.78,31.062776,35.032298,693907.40,3438334.06,ZERO_RESULTS,,,,,
001027-076793-00010-X,"הנרקיס 10, דימונה",דימונה,הנרקיס,10,,8603605,exact,202960.61,552384.74,31.062532,35.031607,693842.01,3438305.72,ZERO_RESULTS,,,,,
001027-076793-00011-X,"הנרקיס 11, דימונה",דימונה,הנרקיס,11,,8603606,exact,203046.24,552411.15,31.062771,35.032504,693927.10,3438333.82,ZERO_RESULTS,,,,,
001027-076793-00013-X,"הנרקיס 13, דימונה",דימונה,הנרקיס,13,,8603607,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00014-X,"הנרקיס 14, דימונה",דימונה,הנרקיס,14,,8603619,exact,202974.41,552384.47,31.062529,35.031752,693855.81,3438305.72,ZERO_RESULTS,,,,,
001027-076793-00014-א,"הנרקיס 14א, דימונה",דימונה,הנרקיס,14,א,8603620,exact,202974.41,552384.47,31.062529,35.031752,693855.81,3438305.72,ZERO_RESULTS,,,,,
001027-076793-00014-ב,"הנרקיס 14ב, דימונה",דימונה,הנרקיס,14,ב,8603621,exact,202974.41,552384.47,31.062529,35.031752,693855.81,3438305.72,ZERO_RESULTS,,,,,
001027-076793-00749-X,"הנרקיס 749, דימונה",דימונה,הנרקיס,749,,8603608,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00765-X,"הנרקיס 765, דימונה",דימונה,הנרקיס,765,,8603610,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00766-X,"הנרקיס 766, דימונה",דימונה,הנרקיס,766,,8603611,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00767-X,"הנרקיס 767, דימונה",דימונה,הנרקיס,767,,8603612,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00769-X,"הנרקיס 769, דימונה",דימונה,הנרקיס,769,,8603614,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00770-X,"הנרקיס 770, דימונה",דימונה,הנרקיס,770,,8603615,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00771-X,"הנרקיס 771, דימונה",דימונה,הנרקיס,771,,8603616,none,,,,,,,ZERO_RESULTS,,,,,
001027-076793-00772-X,"הנרקיס 772, דימונה",דימונה,הנרקיס,772,,8603617,none,,,,,,,ZERO_RESULTS,,,,,
001027-077042-00004-X,"מצדה 4, דימונה",דימונה,מצדה,4,,8601252,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00005-X,"מצדה 5, דימונה",דימונה,מצדה,5,,8601201,exact,202824.57,552285.64,31.061636,35.030184,693707.96,3438203.93,OK,31.061408,35.030977,693784.14,3438180.00,79.85
001027-077042-00009-X,"מצדה 9, דימונה",דימונה,מצדה,9,,8601203,exact,202839.52,552282.86,31.061611,35.030340,693722.96,3438201.45,OK,31.061408,35.030977,693784.14,3438180.00,64.83
001027-077042-00011-X,"מצדה 11, דימונה",דימונה,מצדה,11,,8601204,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00021-X,"מצדה 21, דימונה",דימונה,מצדה,21,,8601205,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.060856,35.032421,693923.09,3438121.37,131.78
001027-077042-00021-א,"מצדה 21א, דימונה",דימונה,מצדה,21,א,8601206,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00021-ב,"מצדה 21ב, דימונה",דימונה,מצדה,21,ב,8601207,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00037-X,"מצדה 37, דימונה",דימונה,מצדה,37,,8601254,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.060842,35.032399,693921.01,3438119.77,130.59
001027-077042-00043-X,"מצדה 43, דימונה",דימונה,מצדה,43,,8601208,exact,202947.47,552269.32,31.061490,35.031472,693831.16,3438190.05,OK,31.061408,35.030977,693784.14,3438180.00,48.08
001027-077042-00045-X,"מצדה 45, דימונה",דימונה,מצדה,45,,8601209,exact,202967.40,552264.57,31.061448,35.031680,693851.19,3438185.70,OK,31.061408,35.030977,693784.14,3438180.00,67.28
001027-077042-00143-X,"מצדה 143, דימונה",דימונה,מצדה,143,,8601210,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00144-X,"מצדה 144, דימונה",דימונה,מצדה,144,,8601211,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00146-X,"מצדה 146, דימונה",דימונה,מצדה,146,,8601213,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00147-X,"מצדה 147, דימונה",דימונה,מצדה,147,,8601214,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00148-X,"מצדה 148, דימונה",דימונה,מצדה,148,,8601215,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00149-X,"מצדה 149, דימונה",דימונה,מצדה,149,,8601216,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.060856,35.032421,693923.09,3438121.37,131.78
001027-077042-00150-X,"מצדה 150, דימונה",דימונה,מצדה,150,,8601217,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00153-X,"מצדה 153, דימונה",דימונה,מצדה,153,,8601220,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00154-X,"מצדה 154, דימונה",דימונה,מצדה,154,,8601221,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077042-00155-X,"מצדה 155, דימונה",דימונה,מצדה,155,,8601222,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.060856,35.032421,693923.09,3438121.37,131.78
001027-077042-00156-X,"מצדה 156, דימונה",דימונה,מצדה,156,,8601223,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.060856,35.032421,693923.09,3438121.37,131.78
001027-077042-00157-X,"מצדה 157, דימונה",דימונה,מצדה,157,,8601224,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.060842,35.032399,693921.01,3438119.77,130.59
001027-077042-00158-X,"מצדה 158, דימונה",דימונה,מצדה,158,,8601225,street,202919.76,552256.97,31.061379,35.031181,693803.70,3438177.15,OK,31.061408,35.030977,693784.14,3438180.00,19.76
001027-077164-00000-X,"הכלנית, דימונה",דימונה,הכלנית,,,8603700,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00001-X,"הכלנית 1, דימונה",דימונה,הכלנית,1,,8603732,exact,202877.23,552349.51,31.062213,35.030734,693759.34,3438268.84,ZERO_RESULTS,,,,,
001027-077164-00008-X,"הכלנית 8, דימונה",דימונה,הכלנית,8,,8603733,exact,202856.64,552332.26,31.062057,35.030519,693739.10,3438251.18,ZERO_RESULTS,,,,,
001027-077164-00025-X,"הכלנית 25, דימונה",דימונה,הכלנית,25,,8603734,exact,203029.94,552347.63,31.062198,35.032334,693912.07,3438269.99,ZERO_RESULTS,,,,,
001027-077164-00724-X,"הכלנית 724, דימונה",דימונה,הכלנית,724,,8603701,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00725-X,"הכלנית 725, דימונה",דימונה,הכלנית,725,,8603702,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00726-X,"הכלנית 726, דימונה",דימונה,הכלנית,726,,8603703,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00727-X,"הכלנית 727, דימונה",דימונה,הכלנית,727,,8603704,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00728-X,"הכלנית 728, דימונה",דימונה,הכלנית,728,,8603705,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00729-X,"הכלנית 729, דימונה",דימונה,הכלנית,729,,8603706,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00730-X,"הכלנית 730, דימונה",דימונה,הכלנית,730,,8603707,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00731-X,"הכלנית 731, דימונה",דימונה,הכלנית,731,,8603708,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00733-X,"הכלנית 733, דימונה",דימונה,הכלנית,733,,8603709,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00736-X,"הכלנית 736, דימונה",דימונה,הכלנית,736,,8603711,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00737-X,"הכלנית 737, דימונה",דימונה,הכלנית,737,,8603712,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00739-X,"הכלנית 739, דימונה",דימונה,הכלנית,739,,8603714,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00741-X,"הכלנית 741, דימונה",דימונה,הכלנית,741,,8603716,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00742-X,"הכלנית 742, דימונה",דימונה,הכלנית,742,,8603717,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00743-X,"הכלנית 743, דימונה",דימונה,הכלנית,743,,8603718,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00746-X,"הכלנית 746, דימונה",דימונה,הכלנית,746,,8603721,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00754-X,"הכלנית 754, דימונה",דימונה,הכלנית,754,,8603723,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00755-X,"הכלנית 755, דימונה",דימונה,הכלנית,755,,8603724,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00756-X,"הכלנית 756, דימונה",דימונה,הכלנית,756,,8603725,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00758-X,"הכלנית 758, דימונה",דימונה,הכלנית,758,,8603727,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00759-X,"הכלנית 759, דימונה",דימונה,הכלנית,759,,8603728,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00760-X,"הכלנית 760, דימונה",דימונה,הכלנית,760,,8603729,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00761-X,"הכלנית 761, דימונה",דימונה,הכלנית,761,,8603730,none,,,,,,,ZERO_RESULTS,,,,,
001027-077164-00762-X,"הכלנית 762, דימונה",דימונה,הכלנית,762,,8603731,none,,,,,,,ZERO_RESULTS,,,,,
001027-077597-00000-X,"נוה מדבר, דימונה",דימונה,נוה מדבר,,,8601300,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00033-X,"נוה מדבר 33, דימונה",דימונה,נוה מדבר,33,,8601301,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00058-X,"נוה מדבר 58, דימונה",דימונה,נוה מדבר,58,,8601382,exact,202572.78,552204.33,31.060899,35.027547,693457.82,3438117.63,OK,31.060615,35.028548,693553.97,3438087.93,100.63
001027-077597-00102-X,"נוה מדבר 102, דימונה",דימונה,נוה מדבר,102,,8601302,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00104-X,"נוה מדבר 104, דימונה",דימונה,נוה מדבר,104,,8601303,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00105-X,"נוה מדבר 105, דימונה",דימונה,נוה מדבר,105,,8601341,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00108-X,"נוה מדבר 108, דימונה",דימונה,נוה מדבר,108,,8601305,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
